200
100
200, 5000,1
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
200, 0.01,50
